"Age","Urban","Tenure","Educ","Expenditure","Marital","Income"
57,1,1,15,19119.5,1,180000
88,1,4,11,4411,2,14244
75,1,2,12,4888.5,3,20688
88,2,2,11,5453,2,19702
61,1,2,14,10287,1,13536
44,1,4,13,7425.1501,3,36000
49,1,1,16,35383.0001,1,174000
40,1,4,15,17958,4,67264
24,1,4,11,10240.5001,1,46763
47,1,4,14,14580.2499,1,80000
25,1,1,14,14441.5001,5,97000
27,1,2,15,7038.9499,5,109000
71,1,2,12,3550,2,42408
72,1,4,10,5943,1,25116
33,1,4,10,43397.0001,3,15000
42,1,1,11,32039.5001,1,185000
27,1,4,12,12655.9501,1,68000
34,1,4,13,5932.7501,5,29994
18,1,2,11,6339.5999,5,43000
52,1,1,16,29263.4999,1,180000
58,1,4,15,14487.3502,4,67000
34,1,2,12,8683.6,3,0
75,1,2,12,3860.7,3,0
35,1,4,15,9221.2502,1,57000
30,1,4,14,25275.7499,5,8400
54,2,2,12,10555.0001,1,50008
39,1,4,16,25059.2501,1,84500
78,1,1,12,7154.0001,1,28808
63,1,1,15,33933,1,339690
33,1,2,12,19250.8499,1,92000
40,1,1,12,10680.9999,1,79200
33,1,4,13,6546.55,1,8710
67,1,1,13,19327,1,81828
23,1,1,13,15051.9001,5,104368
66,1,2,14,9187.0001,1,36516
64,1,4,14,10466,2,49800
40,1,4,11,23391,1,32610
72,1,4,11,3399,3,10680
22,1,1,13,6464.2499,1,43700
36,1,4,14,11557.35,3,44960
64,1,2,15,5860,1,18180
49,2,1,12,2202.8001,5,0
52,1,1,15,27718.25,2,79400
37,1,4,11,14774.1501,5,1e+05
65,1,4,12,7597,3,29200
74,1,2,13,9366,1,24000
50,1,1,13,13634.9999,1,93896
34,1,1,15,13987.9502,1,54000
45,1,4,10,4662.4,5,0
52,1,1,16,31447.1281,1,442776
48,1,1,16,27110.2562,1,347776
57,1,1,12,5987,2,48450
56,1,2,13,3652.3499,1,24536
58,1,4,13,2518.7501,5,5000
70,1,2,13,4578.6001,1,54472
42,1,2,12,6329.2501,1,25203
88,1,2,15,2182,3,16152
43,1,4,11,8728.7499,1,64700
63,1,4,13,13999.0003,1,81000
82,1,2,15,6601,1,52416
27,1,4,16,14456.5001,1,75000
74,1,2,12,7706.85,2,1
72,1,4,15,11692.1999,3,66400
48,1,1,13,15333.9999,3,70012
60,1,1,12,10922.5001,1,52500
69,1,2,16,18941.2501,1,136555
79,1,2,16,10166,5,62000
61,1,1,14,42657.4999,1,39500
56,1,2,14,10937,3,3000
53,1,4,10,4480.2501,2,15500
68,1,4,15,14509,1,106374
25,1,4,12,7530.75,5,30000
63,1,1,12,10699,3,30288
62,1,4,15,7000.5001,3,43000
63,1,1,15,15225.6281,2,0
75,1,4,13,6861,3,19992
45,1,1,16,16037.6281,5,0
27,1,4,11,7185.75,2,41100
43,1,1,15,24409,1,120000
66,1,4,15,6247,3,35000
88,1,2,14,2810,2,1608
76,1,1,16,18358.5,2,67231
83,1,4,12,3426,3,10620
25,1,4,15,11722.1001,3,40000
19,1,1,13,11294.7782,5,24000
26,1,5,15,4967.2001,5,59000
88,1,4,16,12701.4499,2,97208
26,1,4,15,17875.45,5,0
43,1,4,14,5216.8499,5,32000
38,1,1,12,8360.7499,5,30000
52,2,4,10,3539.75,5,5650
54,1,2,11,4207.5,5,20000
50,1,4,14,18934.5,1,61700
61,1,4,13,4417,4,33600
54,1,1,14,29332.7499,1,302776
37,1,1,15,29255.6999,1,73620
82,1,2,15,24046,1,62648
72,1,2,15,28981.4499,1,94417
50,1,2,15,59845.2499,1,240000
57,1,1,15,26059.9999,1,149500
56,1,1,13,11804.7501,5,45000
66,1,2,14,12408.5001,1,27366
61,1,4,14,6788.5001,4,19000
33,1,4,13,6106.2501,5,25000
63,1,1,15,12856.5,3,44000
24,1,4,13,19873.3283,5,145600
60,2,1,14,9483.7501,3,45400
25,1,4,12,7917.5,5,20000
58,2,2,10,6562,1,1
58,1,2,16,20813.0999,1,156380
69,1,2,13,2580,3,12288
66,1,2,10,4877.0001,1,31600
25,1,4,13,5857.9999,5,28850
20,1,4,12,6339.0001,5,15000
32,1,4,13,13879.5001,5,67000
49,1,4,12,2448.7501,5,13000
67,1,1,14,18106.5001,1,157000
81,2,1,16,9346,1,9812
31,1,4,12,6772.0004,5,35000
31,1,1,12,15215,1,1250
34,1,4,13,13165.6281,1,34260
76,1,1,16,9809.3501,2,101448
78,1,2,13,6241.5,3,14808
71,1,2,16,5996.1,1,0
76,1,1,15,22022.0001,2,55000
49,1,4,13,18888.6281,1,130000
32,1,4,11,6850.8,5,28000
62,1,1,15,9147.0999,2,43000
39,1,1,12,9962.25,5,18000
31,1,2,15,9361.9999,1,110000
31,1,4,16,16300.85,1,250000
26,1,4,15,12252.75,5,70000
20,1,6,12,935.5,5,4000
47,1,4,15,15960.2999,3,43000
25,1,4,12,7191.2501,5,25000
51,1,2,13,7815.1499,1,47488
53,1,2,15,28286.2499,1,138230
61,1,4,15,6482.5,1,25208
57,1,2,15,26559.2501,1,175210
66,1,4,16,7402,1,0
38,1,4,12,8978.8,5,34000
60,1,1,13,9683.6281,3,150000
48,1,1,13,18899.3499,1,62000
60,2,1,14,2926,2,1700
75,1,1,14,11210,1,29077
52,1,4,12,11270.3,1,17208
59,1,2,16,2760,5,0
73,1,4,13,6947,3,18320
69,1,2,13,5554.5001,3,32228
58,1,1,13,14666.2782,1,109300
68,2,1,12,7522.8001,1,77000
44,1,4,13,9520.9001,5,50000
37,1,1,15,11527.0001,5,47000
88,1,2,13,6239,1,31374
48,1,1,16,33426.6281,1,302776
42,1,2,13,12477.2499,1,147000
56,1,4,15,7520.1,3,55000
68,1,2,13,15230,1,42444
40,1,1,15,23074.6281,5,98000
56,1,4,13,2966,5,11328
58,1,1,11,8002.0001,5,49200
32,1,1,13,29759.5001,1,139000
31,1,4,13,7590,5,53000
33,1,4,13,7252.2501,1,8016
41,1,2,16,28278.25,3,63400
57,1,1,15,35271.2498,1,120000
26,1,4,11,7963.7501,4,49200
40,1,1,12,10842.5,1,140000
38,1,1,16,28041.9999,1,80840
45,1,4,14,3839.2499,3,24000
35,1,4,13,8557,3,24081
45,1,1,16,29566.3781,3,70000
31,1,4,14,23359.75,5,13260
37,1,1,14,11260.7501,1,40000
55,1,1,13,31133.2499,1,83440
61,1,1,13,11018.2501,1,46500
62,1,1,12,7968.2501,1,98208
78,1,2,13,5998,1,0
44,1,1,13,27130.1501,1,187000
70,1,2,12,4111,2,37608
59,1,1,14,7385.25,3,29999
28,1,2,13,2074.05,5,18188
66,1,4,13,5690,1,34896
40,1,4,12,6077.9501,3,7690
43,1,2,15,12410.4499,5,99384
47,1,4,13,35414.6281,1,150500
50,1,1,15,37058.6281,1,712737
31,1,1,16,10194.5,5,60000
51,1,4,12,4766.8,3,4328
64,1,1,15,10143.5001,3,115000
45,1,2,11,9152,1,32000
50,2,2,13,15090.6999,1,51000
73,1,2,15,27495.5001,1,49216
83,1,1,13,4055,2,13308
57,1,1,12,5204.5001,3,35000
44,1,4,13,21123.6,1,60208
69,1,4,14,3667,2,14592
88,1,4,11,5529,2,15276
45,1,4,14,14450.95,3,17000
33,1,1,16,6288.25,5,42000
58,1,1,15,22702.75,1,113164
34,1,1,15,8747.5001,5,76000
88,1,2,12,5958,2,21600
76,1,4,16,15152,5,33768
35,1,4,13,12823.9999,1,80000
51,1,1,15,43243.4284,1,302901
51,1,4,13,13448.75,5,70000
53,1,1,13,13230.75,1,190000
54,1,4,12,2040,3,12156
70,1,1,13,28660,1,25567
83,1,4,0,2887,2,1608
34,1,1,16,16348.7498,1,132000
65,2,1,12,5425.8499,2,25332
59,1,4,12,15520.7501,1,85000
56,1,1,13,14981.7501,1,106008
80,1,4,13,9679.5,1,0
60,1,2,12,13997.75,1,50000
27,1,4,15,6570,5,8000
35,1,4,16,20966.5001,1,139030
66,1,1,13,46474.0001,1,134608
32,1,1,15,19985.2999,1,155010
82,1,2,12,22327,1,38782
78,1,4,13,1909,2,696
26,1,4,15,5061.75,5,38000
77,1,1,11,9480.75,3,12586
49,1,1,14,10050.5001,1,75000
33,1,1,13,4907,5,60000
29,1,1,15,14373.0001,4,63000
30,1,1,13,16144.75,1,65000
30,1,1,13,15168.2501,5,98000
66,1,2,11,13410.4999,1,87409
67,1,2,12,5934.9333,3,25012
60,1,2,12,13248.1188,1,150200
81,2,2,13,6976,2,23208
40,1,1,14,6574.8335,5,12250
53,1,1,14,9564.4999,1,90000
62,1,4,15,5052.5,3,3895
26,1,4,15,9276.5001,5,105001
72,1,2,16,16376,1,72708
59,1,2,15,9325.8333,1,0
64,1,2,13,2004.6667,3,12204
31,1,2,12,1946.6667,5,0
61,1,1,15,14384.9333,3,120000
54,1,2,13,3903.3333,5,2868
83,1,2,15,4146.4333,1,45916
25,1,4,13,2189.4999,5,0
24,1,4,15,7673.4,5,24200
88,1,2,11,4106.1333,2,1608
82,1,4,12,6105,2,26364
29,2,4,13,4269.5001,5,36463
62,1,2,15,6589.6667,5,100200
47,1,4,11,6031.1667,5,350
31,1,4,13,8408.8334,5,45000
53,1,1,14,7411.2667,1,65000
64,1,4,16,14898.8334,3,120200
58,1,2,10,2099,2,15123
35,1,1,13,12294.6667,1,97850
73,1,4,15,3135.3333,3,0
67,1,1,15,6758.4187,1,1e+05
74,1,1,12,4441,2,1608
63,1,1,15,33819.7188,1,97600
54,1,4,16,6750.6667,3,75000
69,1,2,13,5829.3333,2,36713
56,1,4,14,13970.0667,3,36000
36,1,2,15,9266.4187,1,0
66,1,1,12,4863.4333,1,0
71,1,2,12,2960.8333,1,49608
34,1,1,14,7876.3333,5,72000
72,1,1,15,8272.6666,1,43968
66,1,2,14,2243.1667,5,9000
75,1,4,16,6724,2,16860
24,1,1,14,7525.8333,1,67900
62,1,2,14,5924.3333,1,32600
68,1,1,12,6020.1667,3,86000
46,1,4,13,2806.3333,5,8430
74,1,2,12,7378,1,3216
28,1,1,16,15741.6667,1,213000
59,1,4,12,4378.6666,4,26000
29,1,4,15,9081.0001,5,71005
34,1,4,12,1766.6667,5,4800
32,1,1,15,12651.7521,1,332776
61,1,2,15,4500.9999,1,41514
59,1,2,16,3862.8333,3,59500
54,2,2,15,15845.6001,1,91000
88,1,4,16,4385.1667,2,144704
67,1,2,15,7309.6666,1,1608
83,1,2,12,6906.3334,1,26148
23,1,4,15,4882,5,22500
70,1,2,13,10720.6667,1,64820
63,1,2,15,16450.3333,1,87008
29,1,4,16,5750.6667,5,48000
28,1,4,13,6420,4,0
27,1,1,15,7692.3333,5,120000
59,1,1,12,12926.8334,3,74100
33,1,1,14,9006.3667,1,82000
46,2,1,13,4814.8667,1,24000
17,1,6,12,291.9999,5,2800
22,1,4,15,1514.5334,5,1
40,1,4,12,4129,1,27600
88,1,1,12,1638,2,17844
66,2,2,13,7812.3333,3,268
21,1,4,13,4841.3334,5,27000
24,1,4,16,9373.0001,5,117900
88,2,2,12,2646.3333,2,14978
43,1,1,14,11173.3333,5,74616
50,1,1,13,12308.7335,1,92000
37,1,2,13,6550.8334,3,16736
30,1,1,15,9453.1667,1,176248
40,1,5,13,3223.1668,1,49000
50,1,4,13,4116.3334,3,36800
37,1,4,13,5858.2333,1,0
45,1,4,13,5757.1667,5,45000
42,1,2,16,12816.8333,1,314000
76,1,2,16,9417.3333,1,45038
65,2,2,14,5806.6667,3,18228
48,1,4,0,4153.8334,1,45000
66,1,2,16,17034,1,51600
35,1,1,14,13998.8334,1,113000
50,1,1,13,9697.5001,1,145000
33,1,1,16,26415.2521,1,248200
45,1,2,16,23235.8375,1,312776
22,1,1,15,2889.4,5,16500
44,1,1,16,13384.5667,1,75000
51,1,5,12,2714.1667,3,50000
66,1,2,13,4256,5,34824
58,1,4,10,2863.4666,3,17000
48,1,5,11,379.3333,2,2376
62,1,1,12,2002.3333,3,13125
71,1,2,12,8785.6667,3,66360
22,1,1,15,5922.9999,5,84000
46,1,4,13,9213.5667,1,43000
39,1,1,16,10495.7666,1,65000
44,1,1,13,9850.7333,1,85000
30,1,4,11,8954.4334,1,60000
55,1,2,12,13316.4188,2,74000
39,1,4,13,2851.6667,5,36000
53,1,2,12,6375.5854,1,14900
71,1,4,16,4939.0667,5,69808
37,1,4,12,4932.0001,1,15000
21,1,4,14,34844.2999,5,55000
52,1,2,16,11163.8,1,1000
88,1,1,12,7967.5001,1,88644
51,1,1,15,24405.3333,1,167131
62,2,4,14,3907.5,3,38000
72,1,4,12,1059.3333,3,8916
30,1,4,14,4212.5,5,38000
53,1,1,15,6351.5667,1,0
74,1,1,16,14512,1,25050
88,1,2,12,3098.3333,5,16008
69,1,4,12,3972,3,0
44,1,1,16,10712.8334,1,145000
30,1,4,13,9749.0001,1,43000
75,1,1,11,5560.9999,1,34490
64,1,2,12,9192.8334,1,105000
48,1,4,15,9872.1333,1,9204
68,1,2,14,11134.4999,5,-3750
42,1,4,14,11133.0001,1,116500
49,1,4,15,8108.1667,3,29114
43,1,1,15,6760.1333,5,55200
47,1,1,15,8957.9666,1,89600
54,1,1,16,11404,1,75725
46,1,1,12,8859.3333,5,92000
88,1,2,12,3738.6667,3,30208
66,1,4,12,1644,3,4008
80,1,2,13,4564.3333,1,38466
43,1,4,13,15302.3334,3,103000
32,1,1,15,9730.4667,5,1e+05
52,1,4,12,7791,1,65301
61,1,1,10,6396,1,16000
77,1,2,12,4295,1,26261
30,1,4,11,2828.3334,5,14368
59,1,1,16,21720.0854,1,134000
67,1,1,12,2977,3,17392
68,1,2,14,6863,1,39280
63,1,4,13,2106,5,11400
38,1,1,16,17361.4999,1,176000
54,1,4,11,5097.6666,2,37903
46,1,4,12,8941,1,24500
36,1,4,15,5795.0001,3,35000
69,1,1,13,3849.6667,2,16008
48,1,1,15,25581.2521,5,311776
88,2,2,12,2045.6667,2,23248
72,2,2,10,4286,2,1608
61,1,1,13,5138.0333,3,74850
58,1,1,15,14124.7521,1,178000
27,1,1,12,25646.5855,5,161380
34,1,4,15,1925,5,6200
61,1,2,14,4049.6667,3,1e+05
48,1,4,14,10017,1,82000
72,1,2,12,8973.6667,1,62304
47,1,4,12,11958.8,1,2854
23,1,4,15,2869.7999,5,3500
28,1,1,15,13754.8667,1,34152
44,1,4,14,1759.5001,1,5000
33,1,4,12,13119.8334,1,84840
69,1,1,12,6933.8334,1,178476
79,1,1,15,14538.6667,2,19950
74,1,2,12,8397.3333,1,40176
66,1,1,16,11108.2667,2,54554
63,1,4,13,1839,5,12900
55,1,4,11,3476.6667,4,23508
28,1,1,16,10557.6667,1,116200
46,1,2,15,17709.6667,5,112010
58,1,1,11,16685.6667,1,131000
63,1,4,11,1921,2,21744
58,1,1,13,14800.1666,1,194184
29,1,4,16,12182.6667,5,51666
66,1,1,16,4355.6667,3,47000
50,1,4,13,11618,1,50200
75,1,1,11,8201.3667,1,60000
45,1,2,15,12766,1,60000
51,1,1,15,12958.3666,1,140000
28,1,4,13,8024.6334,5,34500
56,1,2,12,6517.9,5,100200
30,1,4,15,6673.0334,1,9000
38,1,4,16,6762.0001,5,69000
37,1,1,16,9578.8333,1,110450
48,1,1,16,23888.8333,1,406778
58,1,2,13,11862.3333,1,2023
50,1,2,14,13357.3335,1,105680
60,1,4,12,5295.9001,5,45266
72,1,4,12,1783,3,11197
80,1,4,11,5900.3333,1,26408
35,2,4,12,1635.3667,5,12000
52,1,1,16,9141.3334,1,77000
56,1,2,13,14148.4001,1,100740
74,1,2,13,5449.6667,3,32508
46,1,1,12,7018.5,1,69528
50,2,1,11,8064.5001,1,85000
65,1,2,16,9753.5,2,67012
59,2,4,11,2071.3333,5,2840
49,1,4,11,8200.8333,3,88000
32,1,1,14,24274.1001,1,244000
58,1,1,14,4206.5,3,22000
70,1,1,15,16964.4187,3,150000
22,1,1,11,8797.8333,5,90200
47,1,1,13,10811.8334,1,118508
60,1,1,16,11989.9001,3,14001
55,1,2,14,1486.6667,1,0
62,1,1,16,10024.8334,3,61068
56,1,4,11,3284.6667,3,21840
45,1,1,15,36788.6188,1,174000
74,2,5,13,2744.8333,3,16657
55,2,1,12,8940.6667,2,34104
88,1,4,15,12235.3333,1,129339
88,1,2,15,16357.6667,1,36672
71,1,2,10,13520.8334,1,39365
63,1,1,16,6367.3334,1,101808
46,1,1,15,12127.5667,1,77000
62,1,1,13,13461.8335,1,97600
72,1,2,13,3153,3,14788
73,2,2,13,7022.2,1,78148
79,1,2,15,2223.3333,5,8808
88,1,2,13,10317,1,65780
22,1,4,14,3796.5999,5,7000
71,1,4,13,3788.4999,4,35260
55,1,2,15,8349.3333,1,106200
20,1,4,13,6127.3334,5,7000
82,1,2,12,2513,2,31524
57,1,4,15,14639.3335,1,134631
52,1,1,16,27787.0855,1,302777
36,1,4,16,7679.6667,3,68000
44,1,1,16,6583.8333,1,54000
59,1,1,13,9357.0667,1,68000
42,1,1,15,9273.9667,1,1e+05
68,1,2,15,40890.3333,1,164547
88,1,2,15,40700,1,60272
36,1,4,14,5337.3333,3,550
64,1,2,14,4363,1,26000
81,1,2,12,1681.3333,2,0
50,1,2,12,3664.6667,4,39000
54,1,1,16,3876.8333,1,58000
88,1,4,16,8508.6667,2,16008
43,1,1,15,20219.8333,3,367976
22,1,4,13,2946.6667,5,0
58,1,1,14,12381.9333,1,89000
52,1,4,16,12145.1666,5,302776
58,1,2,12,21558.4999,1,118600
29,2,2,15,11972.9334,1,55000
63,1,1,16,9774.7333,1,57228
33,1,1,13,12052.3334,1,101000
71,1,1,13,6308.0667,1,21308
33,1,4,15,5490.1667,1,29000
44,1,4,15,8555.5001,5,70000
72,1,1,15,2951,5,17748
70,1,1,12,5946.1667,3,68666
62,1,4,12,1776.6667,3,10788
63,1,2,15,14013.0334,1,135500
41,1,1,12,9637.8333,1,98000
62,1,2,12,4367.5667,1,19164
52,1,1,13,8934.3334,2,27000
61,1,1,15,12643.1999,5,208000
41,1,1,14,11785.8333,1,122500
30,1,4,12,3673.3333,5,40000
24,1,4,12,8018.1667,5,70000
67,1,2,12,3810.3333,3,39709
33,1,4,15,7356.3334,5,62000
46,1,2,16,56797.5001,1,458776
25,1,4,12,8741,1,63000
66,1,2,16,4086,5,29874
74,1,2,12,4339.6667,1,26640
41,1,4,15,6785.4334,3,28000
37,1,2,11,13670.7521,1,24000
45,1,2,15,1605.6667,3,3000
59,1,1,12,13439,1,76235
57,1,4,15,6602.1667,3,55000
71,1,2,13,14625.6667,1,26016
56,1,2,16,49533.4187,1,150000
63,1,4,13,2481.3333,2,16116
81,1,2,16,13597.6667,1,116724
31,1,4,14,14472.6667,1,85600
70,1,1,15,11966.0001,1,159200
63,1,2,15,5738,5,15550
70,2,2,16,3974.1667,2,43608
54,1,4,11,3861.0001,1,41016
70,1,2,15,3955.3333,5,49548
54,1,1,12,5101.8667,1,0
62,1,2,14,4282.0001,3,1800
47,1,4,15,7177.6667,1,40000
22,1,4,13,8693.1666,1,24750
42,1,1,13,9737.0001,1,66848
61,1,1,13,3827.1666,5,21716
56,1,2,15,20007.2724,1,359776
51,1,4,14,6958.6667,1,1800
20,1,1,13,6172.0666,5,110105
56,1,1,14,11421.8333,1,202000
55,1,2,13,19192.1667,4,153000
21,1,4,15,1916.6667,5,0
50,1,1,10,2670.6333,2,6200
62,1,1,12,9376,1,95200
35,1,1,11,7447.9001,5,5040
42,1,4,13,7055.4333,1,29664
75,1,1,11,5858.8334,1,68964
43,1,4,13,913.3333,5,806
48,1,1,15,13577.5665,1,180500
60,1,1,13,7303.3334,5,51000
80,1,4,16,6327.3333,4,19608
36,1,1,15,6487.8333,1,92000
56,1,1,15,10708.1001,1,120000
74,1,2,11,6006.6667,1,3216
48,1,4,15,13243.6667,5,1e+05
34,1,1,15,9550.7335,1,91000
31,1,4,12,2850.3334,5,530
28,1,4,15,10103.8001,1,34000
52,1,1,13,5039,3,28816
24,1,4,14,5533.1668,5,43000
66,1,2,10,4987.1334,1,0
44,1,1,15,9489.5333,1,98000
58,1,4,10,2210.5001,3,21000
75,1,2,12,6465.6667,1,36206
75,1,4,11,6712,1,36372
39,1,1,14,5141,5,52900
51,1,4,13,3186.1666,2,14304
34,1,1,16,19753.5001,1,190000
75,1,2,12,4004.6667,2,23200
55,1,1,12,10220.0001,1,140000
30,1,1,15,9066.5001,1,77300
30,2,4,15,8543.0001,1,60000
28,1,1,15,6274.9667,5,1e+05
88,1,2,16,7276.3333,2,9669
68,1,2,13,4337.2334,1,28056
65,1,2,15,4261.6667,5,1608
20,1,6,12,1683.2999,5,14000
76,1,1,12,4039,1,28056
53,1,1,16,3048.6666,3,43068
42,1,1,16,11550.8335,5,113000
65,1,2,12,3062.1667,5,43000
88,1,2,12,2941.3333,2,19800
35,1,1,16,10112.3333,1,117000
45,1,4,13,6515.1666,3,25272
55,1,1,12,12876.9999,1,119000
20,2,6,13,2113,5,12000
47,1,5,13,3334.6667,3,2304
71,1,1,13,3079,2,22008
78,1,2,12,5609.5,2,21410
35,1,4,15,12597.0666,5,160000
80,1,2,15,8816.3333,1,39966
57,1,4,11,2684.3333,5,36380
55,1,1,13,12026.0667,1,100001
88,1,2,10,4705,2,22008
39,1,4,15,13002.9189,1,2206
40,1,1,16,34774.8224,3,74340
32,1,4,12,4004.8333,5,26800
69,1,2,10,3340.2333,1,27428
38,1,1,12,5320.8333,1,34000
53,1,1,15,14794,1,189800
82,1,2,13,5280.3333,5,23192
43,1,1,15,14182.6521,1,150000
28,1,4,13,4438.1333,5,34000
53,1,1,11,12928.4667,1,123200
59,2,1,11,7956.6667,3,12216
82,1,1,12,4954.3333,3,22010
83,1,2,12,4765.6667,2,29052
69,1,2,12,19716,1,53896
72,1,2,14,6482.8335,1,91112
59,1,1,12,8585.8333,1,43800
29,1,1,15,7860.6667,1,79150
28,2,4,11,3147.0333,1,34000
46,1,1,14,7572,3,49884
40,1,1,12,11432.8334,1,161000
45,1,1,16,11450.6667,3,82200
48,1,1,13,6772.8333,3,50000
46,1,1,13,10747.8333,1,120000
50,1,1,12,14100.3333,1,170000
59,2,1,14,4807.3334,1,42600
53,1,4,12,7265.0001,3,67000
57,1,1,14,3103.2667,5,34021
45,1,4,12,5414.3334,1,53600
60,1,1,15,20858.5333,1,2e+05
32,1,1,15,5444.3334,5,75000
42,1,4,10,11681.0001,1,95200
49,1,1,14,5926.0001,1,35158
56,1,2,13,6153.1667,1,78656
18,1,6,13,76.8333,5,900
56,1,1,16,9511.1667,1,145000
69,1,1,15,9942.6667,1,48504
31,1,4,15,14771.3333,1,190750
54,2,4,12,1298.6667,3,2218
18,1,6,12,824.5,5,3901
60,1,1,15,6306.3333,1,120000
36,1,1,13,5732.3334,3,39320
37,1,4,14,9622.9001,1,130000
64,1,4,14,16987.0667,1,115000
38,1,4,13,5810.1667,1,30000
80,2,1,16,14875.0854,3,165608
32,1,4,14,8079.3333,5,65960
57,2,1,15,8692.4999,1,1e+05
44,1,1,13,17204.2334,1,155000
51,1,1,14,7954.8333,3,65000
28,1,4,15,7621.5667,5,49000
60,1,2,12,12672.3333,1,368776
37,1,4,13,8465.2666,5,47489
43,1,1,10,5903.7667,1,55000
25,1,4,13,9575.1666,5,94000
72,1,4,15,10309.0854,5,131768
28,1,4,15,9851.8333,5,120000
32,1,1,13,7600.9333,5,0
79,1,1,12,3524,2,15600
59,1,1,16,57863.0745,1,439714
33,1,1,16,6568.8334,1,105000
73,1,2,16,5830.9999,1,89038
45,1,4,14,29211.1333,1,49000
19,1,6,13,1446.1666,5,2763
39,1,1,13,11485.3333,1,63650
65,1,4,12,1723.3333,2,9292
57,1,2,16,21475.6333,5,153200
74,1,2,12,9282.3333,1,31216
68,1,2,12,8723.5001,1,120892
64,2,1,13,7087.0333,3,65980
66,1,4,13,5262.3333,3,45402
88,1,4,12,5623,1,3216
42,1,1,12,11405.4187,1,124800
47,1,1,15,12183.6667,5,103000
69,1,2,15,2805.3333,3,38908
43,2,1,12,8328.0001,1,46153
80,1,2,13,7486.1999,1,18116
73,1,1,12,7780.6667,1,3216
37,1,1,15,9705.6667,1,41260
72,1,1,16,6601.3333,2,20600
71,1,1,15,7852.6333,2,60516
45,1,1,15,4900.3666,1,38000
61,1,2,14,6336.3333,1,68000
46,1,4,15,12043.2333,1,79000
55,1,4,12,9303.7333,1,137000
60,1,2,12,4729.3334,3,39000
33,1,1,14,9241.6667,1,140000
82,1,2,13,10409.6667,3,21608
69,1,2,13,14996.8,1,1608
47,1,1,16,16787.3189,1,225000
88,1,2,12,1971.6667,2,12830
42,1,4,15,9889.6667,3,38208
79,1,1,16,6300,3,3800
57,1,4,12,5289,1,17880
45,1,1,14,11415.3333,3,112000
49,1,1,15,25161.0854,1,270000
59,1,2,10,4263.6333,3,32200
69,1,2,13,3669.3333,5,0
66,1,1,10,12232.1999,1,137000
28,1,1,16,9072.3333,5,103500
40,1,4,12,4614.5333,1,26855
53,1,1,13,6913.8999,1,0
64,1,4,11,1878.6667,3,9656
83,1,2,12,3221.6667,2,18408
58,1,2,15,5726.8333,1,140000
46,1,1,13,9073.1666,1,146000
43,1,1,12,3268.6166,1,47000
73,2,1,12,5608,1,3216
21,1,4,12,7753.9833,1,50000
67,1,1,13,6689.2928,3,264960
69,1,2,16,2742.3333,1,43152
88,2,2,13,1914.6667,2,20808
61,1,4,13,1229.3333,2,10284
58,1,1,16,7248.5833,1,152400
72,1,1,13,13757,2,128547
33,1,4,13,5070.3833,1,0
69,1,4,12,2220.8,3,34000
22,1,4,11,2848.8334,5,48500
40,1,4,15,3454.8333,1,1e+05
81,1,2,16,4035,1,0
55,1,1,14,4396.6666,1,86477
40,1,4,12,3590.2334,1,0
38,1,4,15,1635.75,1,2900
88,1,4,13,4939.3333,1,23976
27,1,4,15,5992.75,5,170000
53,1,1,13,3993.35,1,99000
60,1,2,15,47459.6833,3,63839
41,1,2,12,5445.9166,3,86000
59,2,1,12,2371.8333,1,44832
26,1,4,15,2618.35,4,2000
66,1,2,15,8061.9333,1,186800
28,1,4,13,3687.8,5,55000
28,1,4,12,7492.25,3,61000
36,1,4,13,1776.3333,3,32000
23,1,4,15,3322.0833,5,66000
83,1,2,12,3913.3333,1,56408
88,1,2,14,769.6667,2,15228
69,1,1,12,2240.75,3,22388
69,1,4,12,897,2,700
45,1,4,12,3755.75,4,50000
54,1,1,14,4486.6667,1,120000
45,1,1,16,4780.7333,1,0
24,1,4,12,999,5,13250
51,1,4,12,7493.3333,1,98000
64,2,2,11,16181.1667,4,14748
58,1,2,12,5467.5333,3,0
64,1,1,13,2647.3333,2,12000
24,1,4,12,2131.4167,1,42000
32,1,4,15,3713.3333,1,53000
19,1,4,12,3919.7667,5,8000
62,1,1,12,9318.6833,1,21300
36,2,4,15,3474.9167,1,77000
88,1,4,11,648,3,14304
65,1,1,14,3921.6667,1,37440
58,1,1,11,2509.1667,1,68000
63,1,4,13,1691.3333,2,22608
47,1,2,15,11273.0427,1,452776
34,1,2,14,2801.0333,1,0
35,1,4,15,2941.3333,5,96180
76,2,1,16,4577.3333,1,44616
83,1,2,10,2355.5,2,0
33,1,1,14,4727.1166,1,87001
68,1,2,13,15954.7446,1,60416
37,1,1,16,5543.4167,5,71000
61,1,2,15,3855.5,1,60001
30,1,4,14,5476.5833,2,69700
72,1,1,13,6911.4334,2,93280
44,1,4,12,5641.9167,1,85000
48,1,1,12,10126.0833,3,90000
67,1,2,16,3318.2,1,2680
63,1,1,11,3024.8833,3,10500
79,1,2,16,2205.8167,1,0
55,1,1,14,7612.0833,1,100500
79,1,2,12,2285,1,3216
82,2,2,12,1572.3333,2,24168
72,2,2,14,5727.3333,1,67012
69,1,4,14,4141.2334,1,81264
53,2,4,12,5694.5834,1,61000
46,1,4,16,3162.75,1,75000
88,1,4,11,1182.3333,2,13608
70,1,1,13,4415,1,84500
